"map","begin","title","end"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_009","1634-01-01","Topografische tekening van het Pesthuis waarop het gebouwen in opstand getekend werd. Getekend door Balthasar Florisz van Berckenrode","1634-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_010","1627-01-01","Kaart 1 met een weer gasthuisland, bestaande uit tien percelen gelegen buiten de Regulierspoort tussen de Stadsgracht en de Boerenwetering aan de zuidzijde van het Regulierspad","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_012","1627-01-01","Kaart 2 met een weer gasthuisland, bestaande uit vijf percelen gelegen tussen de Amstel en de Boerenwetering en tussen de eerste brug vanaf de stadsgracht en de hofstede Sprenckhuizen","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_014","1627-01-01","Kaart 3 met een weer gasthuisland, bestaande uit vijf percelen gelegen tussen de Amstel en de Boerenwetering achter de paardenstal bij hofstede De Otter. Getekend door Balthasar Florisz","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_016","1626-01-01","Kaart 4 met een weer gasthuisland, bestaande uit zes percelen gelegen tussen tussen de Amstel en de Boerenwetering","1638-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_017","1627-01-01","Kaart 5 met achtentwintig percelen gasthuisland, gelegen tussen de Amstel, iets ten zuiden van het Kleine Loopveld, en de landscheiding bij Rijkeroord","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_018","1627-01-01","Kaart 6 met circa dertig percelen gasthuisland, verdeeld over drie aaneensluitende stroken en gelegen ten westen van de Amstel in de richting van de Boerenwetering","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_020","1628-01-01","Kaart 7 met enige tientallen percelen gasthuisland, gelegen rond het Bancrasmeer en zich uitstrekkende van de Amstel tot aan de landscheiding bij Rijkeroord","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_022","1627-01-01","Kaart 8 met circa vijfentwintig percelen gasthuisland gelegen ten westen van de landscheiding bij Rijkeroord lopend in oostelijke richting","1634-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_023","1627-01-01","Kaart 9 van twee weren gasthuisland, waarvan het bovenste, bestaande uit zestien percelen, zich uitstrekt van de oever van de Haarlemmermeer tot aan de landscheiding van Haarlem en Amstelveen en een schaal heeft van ca. 1:3.000 en het onderste weer, bestaande uit vier percelen, van de Riekeroorderweg (Noorderdijk) tot aan dezelfde landscheiding loopt en een schaal kreeg van ca. 1:2.000","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_024","1627-01-01","Kaart 10 met een weer gasthuisland, bestaande uit circa vijftien percelen lopend van de Amstel, via de Boerenwetering, de Amstelveenseweg en het Karnemelksegat tot aan de landscheiding van Rijkeroord","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_026","1627-01-01","Kaart 11 van twee weren gasthuisland, bestaande uit vijfentwintig gemeten percelen, zich uitstrekkende van de meest oostelijke oever van de Nieuwe Meer, via de Amstelveenseweg en de Boerenwetering tot vlakbij de westelijke Amsteloever","1627-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_027","1627-01-01","Kaart 12 met een dertigtal percelen gasthuisland, gelegen direct ten zuiden van de Heiligeweg en zich uitstrekkend van de Overtoom tot aan de Boerenwetering","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_028","1627-01-01","Kaart 13 met een weer gasthuisland, bestaande uit vier gemeten percelen gelegen aan het eind van het Caesbaenpad (Kaatsbaanpad) tussen het Margrietenpad en het Jan Hansenpaden en lopend tot aan de Kostverlorenwetering","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_029","1628-01-01","Kaart 14 met een weer gasthuisland, bestaande uit zeven gemeten percelen gelegen tussen de stadsgracht en -wal en de Kostverlorenwetering","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_030","1628-01-01","Kaart 15 met een weer gasthuisland, bestaande uit zes gemeten percelen gelegen tussen de stadsgracht ter hoogte van het bolwerk Osdorp en de Kostverlorenwetering","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_031","1628-01-01","Kaart 16 met acht gemeten percelen gasthuisland, gelegen tussen de stadsgracht ter hoogte van het bolwerk Osdorp en de Kostverlorenwetering","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_032","1627-01-01","Kaart 17 met vijf gemeten percelen gasthuisland, gelegen direct ten noorden van de Heiligeweg (Overtoom), buiten de Heiligewegspoort (Koningsplein)","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_033","1627-01-01","Kaart 18 met veertien gemeten percelen gasthuisland, genaamd Pollenburg, gelegen in de Sloterban, lopend vanaf de Kostverlorenwetering noordwaarts richting (huidige) Erasmusgracht","1627-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_034","1627-01-01","Kaart 19 met negentien gemeten percelen gasthuisland, gelegen tussen de Landscheiding van Rijk bij het Haarlemmermeer, over de Sloterweg en Slotervaart tot aan de zuidpunt van het Slotermeer","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_035","1627-01-01","Kaart 20 met drie gemeten percelen gasthuisland, gelegen tussen de Haarlemmerdijk bij de Waijmarkt en het IJ ten oosten van het dorp Sloterdijk","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_036","1627-11-09","Kaart 21 met drie gemeten percelen gasthuisland, gelegen aan de zuidzijde van de Haarlemmerdijk en buiten de Haarlemmerpoort","1643-01-09"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_037","1628-01-01","Kaart 22 met zeven percelen gasthuisland, gelegen buiten de Haarlemmerpoort, aan de zuidzijde van de Haarlemmerdijk en ten westen van de ingetekend bolwerken Kartuizers, Haarlem, Sloterdijk en Westerbeer","1633-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_038","1627-01-01","Kaart 23 met een gemeten perceel gasthuisland, gelegen tussen de Stadsdgracht en het verlengde van de Kostverlorenwetering (de Kade genoemd) tegenover bolwerk Haarlem","1643-01-09"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_039","1627-01-01","Kaart 24 met een gemeten perceel gasthuisland, gelegen tussen de Stadsdgracht en de Kostverlorenwetering ter hoogte van bolwerk Kartuizers","1627-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_040","1627-01-01","Kaart 25 met drie gemeten percelen gasthuisland genaamd het Ruijge Camp (het Ruige Kamp) gelegen op de oostoever van de Amstel in de Ban van Oetewaal","1627-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_041","1627-01-01","Kaart 26 met een weer bestaande uit zes percelen gasthuisland, gelegen in de Overamstelse Polder tussen de Amstel en de Oetewalerweg alsmede een perceel gelegen aan het eind van de Oeterwalerweg aan de Diemermeer","1627-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_043","1627-01-01","Kaart 27 met twee weren gasthuisland, beide bestaande uit drie percelen en gelegen tussen de Oetewalerweg en de Keere (sloot) bij de Diemermeer, alsmede een perceel gasthuisland gelegen aan de westzijde van de Oetewalerweg","1627-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_044","1627-01-01","Kaart 28 van een perceel gasthuisland, gelegen aan de Molenkade op de noordoever van de Diemermeer, niet ver van de Oetwalerweg","1627-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_045","1627-01-01","Kaart 29 met twee aaneengesloten percelen gasthuisland, gelegen tussen de zuidwestelijke oever van het Nieuwe Diep en de noordoever van de Diemermeer","1627-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_046","1627-01-01","Kaart 30 met een weer gasthuisland, gelegen tussen de Keeresloot ten zuiden de Outerdorpseweg in Diemen en de noordelijke oever van der Diemermeer","1627-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_047","1627-01-01","Kaart 31 met een twee percelen gasthuisland, gelegen op de oostelijke oever van de Diem in Overdiemen en twee, daar niet op aansluitende, percelen gelegen op de oostelijke oever van een nog niet ingepolderde Bijlmermeer","1648-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_048","1627-01-01","Kaart 32 met een weer gasthuisland, gelegen tussen de oevers van de Diem en de Diemermeer","1629-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_049","1627-01-01","Kaart 33 met een gebogen weer gasthuisland, gelegen tussen de oevers van de Diemermeer en de Diem en gelegen ten zuiden van het fraai ingetekende dorp Diemen","1629-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_050","1627-01-01","Kaart 34 met een circa vijfentwintig percelen gasthuisland, deels gelegen tussen de westelijke oever van de Bijlmermeer en de weg van Ouderkerk naar Diemen en deels gelegen direct ten noorden van deze weg. Getekend door Balthasar Florisz","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_051","1627-01-01","Kaart 35 met percelen gasthuisland nabij Duivendrecht","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_052","1627-01-01","Kaart 36 met twee stroken gasthuisland bij Ouderkerk aan de Amstel in de Rondehoepspolder","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_053","1627-01-01","Kaart 37 met een weer bestaande uit negen gemeten percelen gasthuisland gelegen bij Ouderkerk aan de Amstel op de noordoever van de Bullewijk nabij Benninxdam","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_054","1628-01-01","Kaart 38 met een weer bestaande uit acht gemeten percelen gasthuisland gelegen bij Weesp aan de oostzijde van de Vecht in de Keverdijksepolder genaamd 'Lijsge Jans Saet'. Getekend door Balthasar Florisz","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_055","1628-01-01","Kaart 39 met zestien gemeten percelen gasthuisland gelegen in de Middelpolder bij Oudshorn aan de noordoever van de Rijn. Getekend door Balthasar Florisz","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_056","1628-01-01","Kaart 40 met een gemeten perceel gasthuisland met de naam 'De Olijven', gelegen in de ban van Schermer","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_057","1627-01-01","Kaart 41 met een gemeten perceel gasthuisland met de naam 't Nonne Bosge (het nonnenbosje), gelegen in de Ban van Graft aan de noordoever van het water genaamd de Ley in de buurt van Driehuizen","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_058","1628-03-13","Blad met een titelcartouche en gedecoreerde schaalstok behorend bij kaart 42 van het 6e kaartboek van de gasthuizen (SAA: 342/1468)","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_059","1628-03-22","Kaart 42 met een gemeten perceel gasthuisland genaamd 'de Oude Huis Weer' en gelegen in de ban van De Rijp in de buurt van de ringdijk van de Beemster aan een sloot met de naam Oudendijk","1629-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_060","1628-03-23","Kaart 43 met drie gemeten percelen gasthuisland genaamd 'de  Nonne Waijde' (de Nonnenweide) gelegen in de Ban van Graft bij Driehuizen aan een meer genaamd 'de Ley'. Oorspronkelijk getekend door Cornelis Danckertsz","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_061","1628-03-23","Blad met een titelcartouche en gedecoreerde schaalstok behorend bij kaart 43 van het 6e kaartboek van de gasthuizen (SAA: 342/1468)","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_062","1628-01-01","Kaart 44 met een gemeten perceel gasthuisland genaamd 'Trijn Kuijpers Weijde' liggend aan het noordelijke deel van de ringsloot van de gedempte Vroonermeer nabij Sint-Pancras","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_063","1627-01-01","Kaart 45 met meerdere gemeten percelen gasthuisland gelegen aan het Westeinde en aan de Zomerdijk bij Wognum","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_064","1627-01-01","Kaart 46 met een gemeten perceel gasthuisland genaamd 'Ons Vrouwe Lant' gelegen aan de Mij Dijck en de Wester Dray ten zuidwesten van Quaedijck (Kwadijk)","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_065","1633-01-01","Kaart 47 met meerdere gemeten percelen gasthuisland gelegen aan en direct ten noorden van de Kerck Laen, alsmede een perceel in de hoek tussen Diemerweg en Duivendrechterweg","1633-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_067","1633-01-01","Kaart 48 met een gemeten weer gasthuisland gelegen in de Ban van Duivendrecht lopende vanaf de oostzijde van de Amstel tot aan de Watering","1633-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_068","1633-01-01","Kaart 49 met twee gemeten weren gasthuisland, gelegen op de oostelijke oever van de Amstel in de Ban van Duivendrecht en genaamd 'Het Smalle Weer' en 'Den Hoorn'","1633-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_069","1633-01-01","Kaart 50 met een gemeten perceel gasthuisland gelegen aan het eind van de Oeterwalerweg aan de ringsloot (Rhijnsloot) van de Diemermeer en een weer gasthuisland, waarvan de maten niet vermeld staan, gelegen tussen de Oetewalerweg en de oostelijk Amsteloever","1633-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_070","1633-01-01","Kaart 51 met twee gemeten percelen gasthuisland gelegen in Outersdorp, tussen het Nieuwe Diep en de Rhijn Dijck (Ringdijk) en de Rhijn sloot (Ringsloot) van de Diemermeer","1633-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_072","1633-01-01","Kaart 52 met drie gemeten percelen gasthuisland gelegen ten zuiden van Outersdorp, tussen de Keensloot, die iets ten zuiden van de Outerdorpseweg ligt en de Rhijn sloot (Ringsloot) van de Diemermeer","1633-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_073","1633-01-01","Kaart 53 met twee gemeten weren gasthuisland gelegen tussen de Scheisloot en de Rhijn dijck (Ringdijk) van de Bijlmermeer, genaamd het 'Stamme Lant' en 'de Laen'. Getekend door Balthasar Florisz","1633-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_075","1633-01-01","Kaart 54 met achttien gemeten percelen gasthuisland gelegen tussen de oostoever van de Haarlemmermeer, via de Rijkoorderweg en kleinde landscheiding","1633-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_077","1633-01-01","Kaart 55 met circa vijfendertig percelen gasthuisland grenzend aan de zuidkant van de Heilige weg tussen Overtoom en de (Boeren)wetering","1640-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_081","1633-01-01","Kaart 57 met circa vijfendertig percelen gasthuisland grenzend aan de zuidkant van de Heilige weg tussen Overtoom en de (Boeren)wetering","1633-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_083","1633-01-01","Kaart 58 met circa vijfendertig percelen gasthuisland grenzend aan de zuidkant van de Heilige weg tussen Overtoom en de (Boeren)wetering","1633-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_084","1633-01-01","Kaart 59 met een gemeten perceel gasthuisland in de vorm van een taartpunt, genaamd 'De Gier', gelegen in de Nieuwe (Ouderkerker) Polder en grenzend aan de Amsteloever tegenover de buitenplaats Kostverloren","1633-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_085","1633-01-01","Kaart 60 met circa vijftien gemeten percelen gasthuisland, gelegen in de Ban van Amstelveen ten oosten van de Oude wech (Amstelveenseweg) in de richting van de Amstel","1634-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_086","1634-01-01","Kaart 61 met circa vijfendertig gemeten percelen gasthuisland gelegen tussen de Amstel en de (Boeren)Wetering en ten zuiden van de Molentocht en ten noorden van het buitenplaats Klein Kostverloren","1634-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_087","1634-01-01","Kaart 62 met een weer bestaande uit tien gemeten percelen gasthuisland gelegen tussen de westelijke Amsteloever en de (Boeren)Wetering","1634-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_088","1634-01-01","Kaart 63 met zeventien gemeten percelen gasthuisland gelegen op de oostelijke oever van de Utrechtse Vaart (Bullewijk), iets ten zuiden van Ouderkerk","1634-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_089","1634-01-01","Kaart 64 met zestien gemeten percelen gasthuisland gelegen iets ten zuiden van het Kleine Loopveld, tussen de Boerenwetering, via de Amstelveenseweg en het Karnemelkse Gat tot aan de landscheiding","1634-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_090","1634-01-01","Kaart 65 met twee weren gemeten percelen gasthuisland gelegen gelegen tussen de westelijke oever van de Amstel, iets ten zuiden van de Hofstede Kostverloren en de (Boeren)Wetering en genaamd 'de Nieuwe Woning'","1634-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_091","1627-11-09","Kaart 66 met drie gemeten percelen gasthuisland gelegen buiten de Haarlemmerpoort","1634-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_093","1634-01-01","Kaart 67 met een weer gasthuisland bestaande uit zeven percelen, gelegen tussen de stadsgracht ter hoogte van (iets ten zuiden van het) bolwerk Osdorp en de Kostverloren Wetering","1634-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010034000001_095","1634-01-01","Kaart 68 met een weer gasthuisland bestaande uit negen percelen, gelegen tussen de stadsgracht ter hoogte van bolwerk Osdorp en de Kostverloren Wetering","1634-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010035000005","1995-01-01","Amsterdam","1995-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010035000011","1832-01-01","Platte Grond van Amsterdam. Almanak voor 1832","1832-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010035000012","1550-01-01","Kaart van Amsterdam","1628-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010035000020","1933-01-01","Kaart III Amsterdam tot 1450","1933-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010035000021","1933-01-01","Kaart V Een wandeling door Amsterdam ca. 1500","1933-12-31"
"http://beeldbank.amsterdam.nl/afbeelding/010035000022","1933-01-01","Kaart VI. Amsterdam Uitbreiding van 1585 tot 1563 zoo bleef de stad tot ca. 1870","1933-12-31"
